Timestamp,Region,Country,Symbol,Name,Price,Currency,Volume (M),Market Cap (M),Sector
1731112393.5136309,Mexico And South America,Argentina,SEMI,MOLINOS JUAN SEMINO S.A,115.75,ARS,0.398513,78373.0,Process industries
1731112393.5136309,Mexico And South America,Argentina,MOLI,MOLINOS RIO DE LA PLATA,2965.0,ARS,0.015023,601849.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Argentina,CGPA2,CAMUZZI GAS PAMPEANA Y DEL SUR,2220.0,ARS,0.019897,376424.0,Utilities
1731112393.5136309,Mexico And South America,Argentina,INVJ,INVERSORA JURAMENTO SA,421.0,ARS,0.067127,300108.0,Distribution services
1731112393.5136309,Mexico And South America,Argentina,FERR,FERRUM SA DE CERAMICA Y METALURGIA,150.25,ARS,0.172597,144891.0,Producer manufacturing
1731112393.5136309,Mexico And South America,Argentina,GCLA,GRUPO CLARIN SA,2400.0,ARS,0.008982,256262.0,Consumer services
1731112393.5136309,Mexico And South America,Argentina,GCDI,GCDI SA,29.8,ARS,0.687642,28784.0,Finance
1731112393.5136309,Mexico And South America,Argentina,GBAN,NATURGY BAN SA,1605.0,ARS,0.012646,520864.0,Industrial services
1731112393.5136309,Mexico And South America,Argentina,CARC,CARBOCLOR S.A.,27.8,ARS,0.683617,30620.0,Transportation
1731112393.5136309,Mexico And South America,Argentina,PATA,IMPORT Y EXPORT DE LA PATAGONIA,1250.0,ARS,0.013812,658427.0,Retail trade
1731112393.5136309,Mexico And South America,Argentina,CAPX,CAPEX SA,6290.0,ARS,0.00251,1178000.0,Utilities
1731112393.5136309,Mexico And South America,Argentina,OEST,GRUPO CONCESIONARIO DEL OESTE SA,1065.0,ARS,0.007374,175200.0,Industrial services
1731112393.5136309,Mexico And South America,Argentina,GAMI,B-GAMING S.A.,172.0,ARS,0.04218,58650.0,Technology services
1731112393.5136309,Mexico And South America,Argentina,CADO,CARLOS CASADO SA,473.5,ARS,0.012611,60259.0,Finance
1731112393.5136309,Mexico And South America,Argentina,LONG,LONGVIE,37.65,ARS,0.151671,19115.0,Consumer durables
1731112393.5136309,Mexico And South America,Argentina,HSAT,HOLDSAT S.A.,210.5,ARS,0.026769,,
1731112393.5136309,Mexico And South America,Argentina,GRIM,GRIMOLDI,1050.0,ARS,0.001165,45896.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Argentina,ROSE,INSTITUTO ROSENBUCH SA DE BIOLOGIA,99.7,ARS,0.008761,4131.0,Health technology
1731112393.5136309,Mexico And South America,Argentina,RIGO,RIGOLLEAU,850.0,ARS,856.0,123300.0,Process industries
1731112393.5136309,Mexico And South America,Argentina,POLL,POLLEDO SA,450.0,ARS,0.001231,2953.0,Industrial services
1731112393.5136309,Mexico And South America,Argentina,INTR,COMPANIA INTRODUCTORA BA,385.0,ARS,906.0,66250.0,Process industries
1731112393.5136309,Mexico And South America,Mexico,WALMEX,WAL-MART DE MEXICO SAB DE CV,56.04,MXN,21.085,978739.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,AMX/B,AMERICA MOVIL SAB DE CV,15.4,MXN,52.6,983767.0,Communications
1731112393.5136309,Mexico And South America,Mexico,GFNORTE/O,GRUPO FINANCIERO BANORTE,146.33,MXN,4.159,430875.0,Finance
1731112393.5136309,Mexico And South America,Mexico,GAP/B,GPO AEROPORTUARIO DEL PACIFICO SAB,361.52,MXN,0.719768,184867.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,GMEXICO/B,GRUPO MEXICO SAB DE CV,106.41,MXN,2.272,853703.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,AC,ARCA CONTINENTAL SAB DE CV,172.92,MXN,0.919783,302965.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,GCC,GCC SAB DE CV,188.79,MXN,0.786679,62240.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,KIMBER/A,KIMBERLY-CLARK DE MEXICO SAB DE CV,28.78,MXN,4.636,88397.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,BBAJIO/O,BANCO DEL BAJIO,42.37,MXN,3.088,49882.0,Finance
1731112393.5136309,Mexico And South America,Mexico,OMA/B,GRUPO AEROPORTUARIO DEL CENTRO NORT,167.83,MXN,0.677077,65073.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,ORBIA,ORBIA ADVANCE CORP S A B DE CV,19.22,MXN,4.894,36624.0,Producer manufacturing
1731112393.5136309,Mexico And South America,Mexico,BIMBO/A,GRUPO BIMBO SAB DE CV,66.53,MXN,1.409,293243.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,ALFA/A,ALFA S.A.B. DE C.V.,15.53,MXN,5.829,86491.0,Process industries
1731112393.5136309,Mexico And South America,Mexico,ASUR/B,GPO AEROPORTUARIO DEL SURESTE SAB,532.69,MXN,0.146325,159123.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,LAB/B,GENOMMA LAB INTERNACIONAL SAB,26.78,MXN,2.862,27928.0,Health technology
1731112393.5136309,Mexico And South America,Mexico,GRUMA/B,GRUMA SAB DE CV,359.83,MXN,0.210015,136042.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,PE_OLES,INDUSTRIAS PENOLES S.A.B. DE C.V.,301.59,MXN,0.218557,121719.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,Q,QUALITAS CONTROLADORA SAB DE CV,132.78,MXN,0.483191,53364.0,Finance
1731112393.5136309,Mexico And South America,Mexico,VESTA,CORPORACION INMOBILIARIA VESTA SAB,52.46,MXN,1.168,46260.0,Finance
1731112393.5136309,Mexico And South America,Mexico,GENTERA,GENTERA SAB DE CV,26.3,MXN,2.249,43024.0,Finance
1731112393.5136309,Mexico And South America,Mexico,CHDRAUI/B,GRUPO COMERCIAL CHEDRAUI SAB DE CV,128.33,MXN,0.443518,124526.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,KOF/UBL,COCA-COLA FEMSA S.A.B. DE C.V.,166.68,MXN,0.321548,86612.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,CUERVO,BECLE SAB DE CV,26.61,MXN,1.466,93802.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,PINFRA,PROMOTORA Y OPERADORA DE INFRSTRCTR,173.25,MXN,0.215893,73447.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,GFINBUR/O,GRUPO FINANCIERO INBURSA SAB DE CV,44.19,MXN,0.785343,275091.0,Finance
1731112393.5136309,Mexico And South America,Mexico,R/A,REGIONAL SAB DE CV,125.46,MXN,0.26546,40204.0,Finance
1731112393.5136309,Mexico And South America,Mexico,GCARSO/A1,GRUPO CARSO S.A.B. DE C.V.,120.27,MXN,0.217732,277830.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,ALSEA,ALSEA SAB DE CV,49.53,MXN,0.498536,40925.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,VOLAR/A,CONTROLADORA VUELA CIA DE AVIACION,15.2,MXN,1.601,17422.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,MEGA/CPO,MEGACABLE HOLDINGS SAB DE CV,40.06,MXN,0.436211,18868.0,Communications
1731112393.5136309,Mexico And South America,Mexico,BOLSA/A,BOLSA MEXICANA DE VALORES SAB DE CV,32.17,MXN,0.541174,18712.0,Finance
1731112393.5136309,Mexico And South America,Mexico,NEMAK/A,NEMAK SAB DE CV,2.02,MXN,6.741,6216.0,Producer manufacturing
1731112393.5136309,Mexico And South America,Mexico,TRAXION/A,GRUPO TRAXION SAB DE CV,20.89,MXN,0.587573,12219.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,MEDICA/B,MEDICA SUR SAB DE CV,29.0,MXN,0.346222,3237.0,Health services
1731112393.5136309,Mexico And South America,Mexico,SOMA/21,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",50.0,MXN,0.175671,,Finance
1731112393.5136309,Mexico And South America,Mexico,ALPEK/A,ALPEK SAB DE CV,14.06,MXN,0.498783,30042.0,Process industries
1731112393.5136309,Mexico And South America,Mexico,AGUA,GRUPO ROTOPLAS SAB DE CV,20.41,MXN,0.274985,10697.0,Utilities
1731112393.5136309,Mexico And South America,Mexico,LAMOSA,GRUPO LAMOSA SAB DE CV,119.0,MXN,0.045014,41109.0,Producer manufacturing
1731112393.5136309,Mexico And South America,Mexico,SNBR,SNBR,301.18,MXN,0.00711,,
1731112393.5136309,Mexico And South America,Mexico,HERDEZ,GRUPO HERDEZ SAB DE CV,51.67,MXN,0.033859,17775.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,SIMEC/B,GRUPO SIMEC SAB DE CV,185.0,MXN,0.007156,92076.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,COXA,COX ENERGY AMERICA SAB DE CV,32.0,MXN,0.028314,5195.0,Utilities
1731112393.5136309,Mexico And South America,Mexico,ICH/B,INDUSTRIAS CH SAB DE CV,183.0,MXN,0.004731,78426.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,HCITY,HOTELES CITY EXPRESS SAB DE CV,4.49,MXN,0.19178,1868.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,FRAGUA/B,CORPORATIVA FRAGUA SAB DE CV,867.72,MXN,693.0,87121.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,ARA,CONSORCIO ARA SAB,3.37,MXN,0.177286,4157.0,Consumer durables
1731112393.5136309,Mexico And South America,Mexico,INVEX/A,INVEX CONTROLADORA SAB DE CV,82.0,MXN,0.005682,13211.0,Finance
1731112393.5136309,Mexico And South America,Mexico,VISTA/A,VISTA ENERGY S.A.B. DE C.V.,953.61,MXN,394.0,92760.0,Energy minerals
1731112393.5136309,Mexico And South America,Mexico,CADU/A,CORPOVAEL S.A.B. DE C.V.,3.5,MXN,0.100297,1117.0,Consumer durables
1731112393.5136309,Mexico And South America,Mexico,GMXT,GMEXICO TRANSPORTES SAB DE CV,32.26,MXN,0.007129,143509.0,Transportation
1731112393.5136309,Mexico And South America,Mexico,GISSA/A,GRUPO INDUSTRIAL SALTILLO SAB DE CV,17.8,MXN,0.009752,5367.0,Producer manufacturing
1731112393.5136309,Mexico And South America,Mexico,LASITE/B-1,SITIOS LATINOAMERICA SAB DE CV,3.31,MXN,0.035482,10243.0,Industrial services
1731112393.5136309,Mexico And South America,Mexico,ACTINVR/B,CORP ACTINVER SAB DE CV,16.85,MXN,0.005266,9078.0,Finance
1731112393.5136309,Mexico And South America,Mexico,POCHTEC/B,GRUPO POCHTECA SAB DE CV,6.6,MXN,0.011754,851.004,Distribution services
1731112393.5136309,Mexico And South America,Mexico,SORIANA/B,ORGANIZACION SORIANA SAB DE CV,29.59,MXN,0.00216,52182.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,SPORT/S,GRUPO SPORTS WORLD SAB DE CV,6.34,MXN,0.00782,1522.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,CULTIBA/B,ORGANIZACION CULTIBA SAB DE CV,10.0,MXN,0.004241,7229.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,FHIPO/14,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",16.47,MXN,0.001651,6467.0,Finance
1731112393.5136309,Mexico And South America,Mexico,MFRISCO/A-1,MINERA FRISCO SAB DE CV,3.6,MXN,0.005161,21583.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,CYDSASA/A,CYDSA SAB DE CV,16.88,MXN,912.0,10008.0,Process industries
1731112393.5136309,Mexico And South America,Mexico,AUTLAN/B,CIA MINERA AUTLAN SAB DE CV,7.96,MXN,0.001639,2424.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,VINTE,VINTE VIVIENDAS INTEG S.A.P.I.DE CV,33.0,MXN,210.0,9803.0,Finance
1731112393.5136309,Mexico And South America,Mexico,FINAMEX/O,CASA DE BOLSA FINAMEX SAB DE CV,29.36,MXN,211.0,1861.0,Finance
1731112393.5136309,Mexico And South America,Mexico,FEMSA/UB,FOMENTO ECONOMICO MEXICANO SAB DE C,149.99,MXN,27.0,412095.0,Consumer non-durables
1731112393.5136309,Mexico And South America,Mexico,CIE/B,CORP INTERAMERI ENTRET SAB DE CV,25.0,MXN,136.0,13984.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,HOTEL,GRUPO HOTELERO SANTA FE SAB DE CV,3.89,MXN,787.0,2747.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,LIVEPOL/1,EL PUERTO DE LIVERPOOL SAB DE CV,110.5,MXN,19.0,147639.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,CMOCTEZ,CORPORACION MOCTEZUMA SAB DE CV,75.0,MXN,23.0,66367.0,Non-energy minerals
1731112393.5136309,Mexico And South America,Mexico,JAVER,SERVICIOS CORPORATIVOS JAVER SAPI,11.51,MXN,63.0,3295.0,Consumer durables
1731112393.5136309,Mexico And South America,Mexico,GNP,GRUPO NACIONAL PROVINCIAL,140.07,MXN,5.0,31339.0,Finance
1731112393.5136309,Mexico And South America,Mexico,BAFAR/B,GRUPO BAFAR SAB DE CV,100.0,MXN,6.0,30103.0,Distribution services
1731112393.5136309,Mexico And South America,Mexico,VITRO/A,VITRO SAB DE CV,8.9,MXN,57.0,4304.0,Process industries
1731112393.5136309,Mexico And South America,Mexico,GBM/O,CORPORATIVO GBM SAB DE CV,10.93,MXN,32.0,17940.0,Finance
1731112393.5136309,Mexico And South America,Mexico,CABLE/CPO,EMPRESAS CABLEVISION S A DE C V,55.0,MXN,6.0,37430.0,Consumer services
1731112393.5136309,Mexico And South America,Mexico,GPROFUT,GRUPO PROFUTURO S.A.B. DE C.V,93.5,MXN,3.0,26654.0,Finance
1731112393.5136309,Mexico And South America,Mexico,TMM/A,GRUPO TMM S.A.B.,5.1,MXN,28.0,890.221,Transportation
1731112393.5136309,Mexico And South America,Mexico,CERAMIC/B,INTERNACIONAL DE CERAMICA DE CV,100.0,MXN,1.0,13896.0,Distribution services
1731112393.5136309,Mexico And South America,Mexico,RLH/A,RLH PROPERTIES SAB DE CV,16.5,MXN,6.0,18413.0,Finance
1731112393.5136309,Mexico And South America,Mexico,VALUEGF/O,VALUE GRUPO FINANCIERO SAB DE CV,95.0,MXN,1.0,15200.0,Finance
1731112393.5136309,Mexico And South America,Mexico,GICSA/B,GRUPO GICSA SAB DE CV,2.3,MXN,38.0,3450.0,Finance
1731112393.5136309,Mexico And South America,Mexico,GIGANTE,GRUPO GIGANTE SAB DE CV,28.0,MXN,3.0,27838.0,Retail trade
1731112393.5136309,Mexico And South America,Mexico,POSADAS/A,GRUPO POSADAS SAB DE CV,26.0,MXN,2.0,12893.0,Consumer services
1731112393.5136309,Asia / Pacific,Australia,BHP,BHP GROUP LIMITED,43.4,AUD,8.339,218066.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,CBA,COMMONWEALTH BANK OF AUSTRALIA.,149.32,AUD,1.954,246206.0,Finance
1731112393.5136309,Asia / Pacific,Australia,ANZ,ANZ GROUP HOLDINGS LIMITED,32.13,AUD,7.64,94301.0,Finance
1731112393.5136309,Asia / Pacific,Australia,NAB,NATIONAL AUSTRALIA BANK LIMITED,39.65,AUD,5.303,120563.0,Finance
1731112393.5136309,Asia / Pacific,Australia,FMG,FORTESCUE LTD,19.55,AUD,9.415,60007.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,WBC,WESTPAC BANKING CORPORATION,32.14,AUD,5.204,108201.0,Finance
1731112393.5136309,Asia / Pacific,Australia,CSL,CSL LIMITED,285.29,AUD,0.491784,137219.0,Health technology
1731112393.5136309,Asia / Pacific,Australia,MIN,MINERAL RESOURCES LIMITED,38.47,AUD,3.062,7501.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,WDS,WOODSIDE ENERGY GROUP LTD,24.07,AUD,4.583,45995.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,MQG,MACQUARIE GROUP LIMITED,228.53,AUD,0.442592,83895.0,Finance
1731112393.5136309,Asia / Pacific,Australia,PLS,PILBARA MINERALS LIMITED,2.98,AUD,27.123,9065.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,XRO,XERO LIMITED,157.0,AUD,0.485045,23697.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,TLS,TELSTRA GROUP LIMITED,3.88,AUD,18.811,44754.0,Communications
1731112393.5136309,Asia / Pacific,Australia,QBE,QBE INSURANCE GROUP LIMITED,18.25,AUD,3.752,27805.0,Finance
1731112393.5136309,Asia / Pacific,Australia,SIG,SIGMA HEALTHCARE LIMITED,2.54,AUD,26.663,3794.0,Health technology
1731112393.5136309,Asia / Pacific,Australia,WES,WESFARMERS LIMITED,68.42,AUD,0.950931,76757.0,Retail trade
1731112393.5136309,Asia / Pacific,Australia,S32,SOUTH32 LIMITED,3.8,AUD,16.712,17275.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,NST,NORTHERN STAR RESOURCES LTD,16.79,AUD,3.572,18967.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,WOW,WOOLWORTHS GROUP LIMITED,29.85,AUD,1.874,36057.0,Retail trade
1731112393.5136309,Asia / Pacific,Australia,BSL,BLUESCOPE STEEL LIMITED,22.26,AUD,2.286,10056.0,Producer manufacturing
1731112393.5136309,Asia / Pacific,Australia,WTC,WISETECH GLOBAL LIMITED,127.09,AUD,0.397273,41517.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,ALL,ARISTOCRAT LEISURE LIMITED,64.41,AUD,0.775045,39643.0,Consumer services
1731112393.5136309,Asia / Pacific,Australia,BXB,BRAMBLES LIMITED,19.15,AUD,2.601,26515.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,ZIP,ZIP CO LIMITED..,3.25,AUD,14.214,4060.0,Finance
1731112393.5136309,Asia / Pacific,Australia,CPU,COMPUTERSHARE LIMITED.,28.81,AUD,1.599,17151.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,REA,REA GROUP LTD,234.19,AUD,0.177012,30853.0,Commercial services
1731112393.5136309,Asia / Pacific,Australia,COH,COCHLEAR LIMITED,292.92,AUD,0.140942,18948.0,Health technology
1731112393.5136309,Asia / Pacific,Australia,WHC,WHITEHAVEN COAL LIMITED,6.86,AUD,5.996,5752.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,QAN,QANTAS AIRWAYS LIMITED,8.44,AUD,4.731,13005.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,STO,SANTOS LIMITED,6.79,AUD,5.823,22035.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,EVN,EVOLUTION MINING LIMITED,4.88,AUD,8.017,9508.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,COL,COLES GROUP LIMITED.,17.77,AUD,2.175,23361.0,Retail trade
1731112393.5136309,Asia / Pacific,Australia,PME,PRO MEDICUS LIMITED,203.99,AUD,0.182112,20900.0,Health services
1731112393.5136309,Asia / Pacific,Australia,LYC,LYNAS RARE EARTHS LIMITED,8.09,AUD,4.354,7496.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,WOR,WORLEY LIMITED,14.55,AUD,2.401,8033.0,Industrial services
1731112393.5136309,Asia / Pacific,Australia,APX,APPEN LIMITED,2.44,AUD,14.288,538.725,Technology services
1731112393.5136309,Asia / Pacific,Australia,PDN,PALADIN ENERGY LTD,9.72,AUD,3.537,2880.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,JBH,JB HI-FI LIMITED,85.0,AUD,0.370998,8945.0,Retail trade
1731112393.5136309,Asia / Pacific,Australia,EDV,ENDEAVOUR GROUP LIMITED,4.73,AUD,6.565,8471.0,Retail trade
1731112393.5136309,Asia / Pacific,Australia,MPL,MEDIBANK PRIVATE LIMITED,3.72,AUD,8.343,10135.0,Finance
1731112393.5136309,Asia / Pacific,Australia,ALD,AMPOL LIMITED,28.3,AUD,1.075,6739.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,APA,APA GROUP,6.8,AUD,4.437,8676.0,Utilities
1731112393.5136309,Asia / Pacific,Australia,IAG,INSURANCE AUSTRALIA GROUP LIMITED,7.78,AUD,3.863,18528.0,Finance
1731112393.5136309,Asia / Pacific,Australia,RHC,RAMSAY HEALTH CARE LIMITED,38.72,AUD,0.68777,8799.0,Health services
1731112393.5136309,Asia / Pacific,Australia,NEU,NEUREN PHARMACEUTICALS LIMITED,16.57,AUD,1.544,1873.0,Health technology
1731112393.5136309,Asia / Pacific,Australia,TCL,TRANSURBAN GROUP,12.79,AUD,1.985,39296.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,SUN,SUNCORP GROUP LIMITED,18.65,AUD,1.322,23780.0,Finance
1731112393.5136309,Asia / Pacific,Australia,CIA,CHAMPION IRON LIMITED,6.25,AUD,3.57,3172.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,TLX,TELIX PHARMACEUTICALS LIMITED,22.99,AUD,0.952925,7651.0,Health technology
1731112393.5136309,Asia / Pacific,Australia,ORI,ORICA LIMITED,17.64,AUD,1.226,8742.0,Process industries
1731112393.5136309,Asia / Pacific,Australia,NXT,NEXTDC LIMITED,16.76,AUD,1.258,10503.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,SVW,SEVEN GROUP HOLDINGS LIMITED,44.51,AUD,0.429354,17801.0,Distribution services
1731112393.5136309,Asia / Pacific,Australia,IPL,INCITEC PIVOT LIMITED,3.1,AUD,6.135,5941.0,Process industries
1731112393.5136309,Asia / Pacific,Australia,DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,30.5,AUD,0.614455,2783.0,Consumer services
1731112393.5136309,Asia / Pacific,Australia,AGL,AGL ENERGY LIMITED.,10.62,AUD,1.719,7104.0,Utilities
1731112393.5136309,Asia / Pacific,Australia,ALQ,ALS LIMITED,14.81,AUD,1.194,7171.0,Commercial services
1731112393.5136309,Asia / Pacific,Australia,HUB,HUB24 LIMITED,71.35,AUD,0.247264,5645.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,REH,REECE LIMITED,23.8,AUD,0.719175,15039.0,Distribution services
1731112393.5136309,Asia / Pacific,Australia,CAR,CAR GROUP LIMITED,39.59,AUD,0.426927,14748.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,SHL,SONIC HEALTHCARE LIMITED,27.17,AUD,0.609123,13033.0,Health services
1731112393.5136309,Asia / Pacific,Australia,ORG,ORIGIN ENERGY LIMITED,9.91,AUD,1.65,16944.0,Utilities
1731112393.5136309,Asia / Pacific,Australia,FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,16.25,AUD,0.99628,3577.0,Consumer services
1731112393.5136309,Asia / Pacific,Australia,DRO,DRONESHIELD LIMITED,0.85,AUD,18.952,741.298,Electronic technology
1731112393.5136309,Asia / Pacific,Australia,AMP,AMP LIMITED,1.525,AUD,10.357,3832.0,Finance
1731112393.5136309,Asia / Pacific,Australia,SFR,SANDFIRE RESOURCES LIMITED,10.55,AUD,1.405,4841.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,IGO,IGO LIMITED,5.3,AUD,2.767,3998.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,IDX,INTEGRAL DIAGNOSTICS LIMITED,3.06,AUD,4.787,715.924,Health services
1731112393.5136309,Asia / Pacific,Australia,GDC,GLOBAL DATA CENTRE GROUP,3.2,AUD,4.562,248.046,Finance
1731112393.5136309,Asia / Pacific,Australia,TWE,TREASURY WINE ESTATES LIMITED,11.48,AUD,1.247,9404.0,Consumer non-durables
1731112393.5136309,Asia / Pacific,Australia,IPX,IPERIONX LIMITED,3.78,AUD,3.757,993.148,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,GMD,GENESIS MINERALS LIMITED,2.24,AUD,6.177,2415.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,SEK,SEEK LIMITED,25.11,AUD,0.546744,8871.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,TNE,TECHNOLOGY ONE LIMITED,26.03,AUD,0.482606,8365.0,Technology services
1731112393.5136309,Asia / Pacific,Australia,PRU,PERSEUS MINING LIMITED,2.59,AUD,4.782,3509.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,SDF,STEADFAST GROUP LIMITED,5.67,AUD,2.07,6129.0,Finance
1731112393.5136309,Asia / Pacific,Australia,BEN,BENDIGO AND ADELAIDE BANK LIMITED,12.54,AUD,0.934321,6987.0,Finance
1731112393.5136309,Asia / Pacific,Australia,AUB,AUB GROUP LIMITED,32.33,AUD,0.357338,3725.0,Finance
1731112393.5136309,Asia / Pacific,Australia,MTS,METCASH LIMITED,3.11,AUD,3.681,3381.0,Distribution services
1731112393.5136309,Asia / Pacific,Australia,RSG,RESOLUTE MINING LIMITED,0.67,AUD,16.982,1426.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,BRN,BRAINCHIP HOLDINGS LTD,0.29,AUD,39.207,497.442,Electronic technology
1731112393.5136309,Asia / Pacific,Australia,AZJ,AURIZON HOLDINGS LIMITED,3.52,AUD,3.224,6423.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,RRL,REGIS RESOURCES LIMITED,2.54,AUD,4.463,1874.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,ASX,ASX LIMITED,65.57,AUD,0.166904,12641.0,Finance
1731112393.5136309,Asia / Pacific,Australia,YAL,YANCOAL AUSTRALIA LIMITED,6.61,AUD,1.64,8781.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,NHC,NEW HOPE CORPORATION LIMITED,4.7,AUD,2.234,4049.0,Energy minerals
1731112393.5136309,Asia / Pacific,Australia,ANN,ANSELL LIMITED,32.54,AUD,0.306984,4651.0,Producer manufacturing
1731112393.5136309,Asia / Pacific,Australia,ALX,ATLAS ARTERIA,4.87,AUD,2.033,6979.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,SPR,SPARTAN RESOURCES LIMITED,1.315,AUD,7.294,1380.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,ILU,ILUKA RESOURCES LIMITED,5.83,AUD,1.627,2497.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,LTR,LIONTOWN RESOURCES LIMITED,0.835,AUD,11.341,1976.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,BOQ,BANK OF QUEENSLAND LIMITED.,6.68,AUD,1.395,4365.0,Finance
1731112393.5136309,Asia / Pacific,Australia,QUB,QUBE HOLDINGS LIMITED,3.81,AUD,2.32,6668.0,Transportation
1731112393.5136309,Asia / Pacific,Australia,CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,2.77,AUD,3.187,6224.0,Industrial services
1731112393.5136309,Asia / Pacific,Australia,OBM,ORA BANDA MINING LTD,0.845,AUD,9.917,1511.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,SOL,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,33.53,AUD,0.248668,12270.0,Finance
1731112393.5136309,Asia / Pacific,Australia,TLC,THE LOTTERY CORPORATION LIMITED,4.99,AUD,1.661,11151.0,Consumer services
1731112393.5136309,Asia / Pacific,Australia,WGX,WESTGOLD RESOURCES LIMITED.,2.9,AUD,2.777,2678.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,JIN,JUMBO INTERACTIVE LIMITED,12.52,AUD,0.632918,814.555,Consumer services
1731112393.5136309,Asia / Pacific,Australia,CMM,CAPRICORN METALS LTD,6.23,AUD,1.258,2243.0,Non-energy minerals
1731112393.5136309,Asia / Pacific,Australia,GOR,GOLD ROAD RESOURCES LIMITED,1.825,AUD,4.273,1935.0,Non-energy minerals
